"","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date","sentiment","sentiment_2"
"15","US",21383838,"RSCHWRFOYD08E","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Highly Recommend","I really like using this HD display. I have not used all its features yet, but what I have used I live.",2015-08-31,1,"1"
"16","US",30532922,"R1AKNJIJ586BJ","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,1,1,"N","Y","Three Stars","Its a nice tablet but I was disappointed to see that they deliberately made using Chromecast impossible",2015-08-31,0,"-1"
"17","US",38564384,"RJ1E1QJHFRSAP","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","Same sloppy OS same glitches still no flash compatability...","Still just as slow and glitchy as the first edition fire. Still not flash compatible which renders the browser useless. Freezes constantly, crap battery life and regularly occuring issues with loading the page you were on last.  Incredibly disappointing.",2015-08-31,0,"-1"
"18","US",28756501,"R14NQK09ZDCN1R","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","I love it, I just wish I could download books ...","I love it, I just wish I could download books without having internet service like I could with my keyboard Kindle.",2015-08-31,1,"1"
"19","US",42640645,"RLX9JP0AF8QL9","B00LCI2I7C",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Three Stars","Doesn't have as much space as I thought it has.",2015-08-31,0,"-1"
"20","US",9326215,"R1H267N5WIK5RQ","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Excellent device. HD is top notch. Sound is great. Would definately recommend Fire HD",2015-08-31,1,"1"
"21","US",47999085,"R2LFCJUVDIUDM2","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Three Stars","Just have to learn how to use",2015-08-31,0,"0"
"22","US",12553662,"R3STY187A5Z2KB","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","I'm happy with my new Kindle Fire","I'm happy with my new Kindle Fire.  However, this is my second one because after a little more than a year, my first Kindle cannot be used since it refuses to charge up.  (Not happy about that!)",2015-08-31,1,"1"
"23","US",30393633,"R3H9CPCNGZ7HKG","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","I was able to program the Kindle easily on my own","I thought I would have to ask a professional to set me up with my new Kindle Fire HD.  NOT SO. I was able to program the Kindle easily on my own.  All of my previous books were already there. (In the Clouds). I was also able to download a few songs on my own.  I am enjoying my Kindle Fire HD.",2015-08-31,1,"1"
"24","US",7744783,"R29PB20W5P6IIN","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Great item",2015-08-31,1,"1"
"25","US",768594,"R1GXMSUUFVENK4","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,1,"N","Y","The unit came with NO directions of use of any ...","The unit came with NO directions of use of any kind.  Don't know how to use it.  Guess I will have to buy a kindle.",2015-08-31,0,"-1"
"26","US",27325735,"R25OU3I37Y1H8Y","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Good for kids","Overall it's good for the kids.  I don't take advantage of all the things it can do.  But some things are confusing like how apps are loaded and then given to other profiles.  Each app uses space and must be loaded to each profile.  So for me the same app is taking up space 3 places for each profile.  And if you delete an app from the main profile it does not delete from the others.  And for the kids profile I can seem to get it removed at all!  It's not in the device screen but still shows in settings-it's really confusing.",2015-08-31,1,"1"
"27","US",111804,"R2CSFZRDSZJVOT","B00LCHRQL6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","A good purchase.","Does everything I wanted it to do.",2015-08-31,1,"1"
"28","US",12223745,"R1LDGPAS333WJO","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","how did I ever get along without this.","It works so well, and fast! Not using it much yet until case comes in for fear of scratching fab display!",2015-08-31,1,"1"
"29","US",53092087,"RISQLKYZ70X5Z","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Three Stars","Good value but the operating system is a little buggy. It periodically crashes and requires rebooting.",2015-08-31,0,"-1"
"30","US",47562014,"R223GR8AVSH0AV","B00LCHS1FG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","More trouble that it's worth (prefer the older model Kindle Fire)","I find that is not as easy to use as my regular Kindle Fire.  When I am reading the kindle it freezes up (because you hold it on the side).  Also you have to get out of it to brighten or darken your text that you are reading.  Lastly, the advertisements that come up every time you turn the HD Kindle Fire on are annoying.",2015-08-31,0,"-1"
"31","US",44804726,"R36A36RBG7H4KH","B00LCHOCZY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","Great quality...","Returned.  Prefer a more open android tablet.  As far as quality...it is Amazon and they never disappoint.  So, if you are a strict Amazonian - this tablet is for you.<br /><br />The 2 stars are personal choice, not quality.",2015-08-30,0,"-1"
"32","US",40762084,"R3S8AYV78RCIWQ","B00LCHS1FG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Love it! Convenient and use the library to download ...","Love it!  Convenient and use the library to download books!  Should have done this a long time ago!",2015-08-30,1,"1"
"33","US",6172621,"RIWQM94XCZJPO","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Excellent sound. I love my new Kindle Fire HD","This generation has perfected the placement of all the ports. Very fast operation. Excellent sound. I love my new Kindle Fire HD!!",2015-08-30,1,"1"
"34","US",34638758,"R1DTNPBG41YBYJ","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Three Stars","Can't personalize or connect with google.",2015-08-30,0,"-1"
"35","US",32265733,"R3IKJKT1409WWT","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","I love","It was a gift and  much appreciated.  I love it",2015-08-30,1,"1"
"36","US",23048224,"RBUHSGE7FX4AA","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love it.",2015-08-30,1,"1"
"37","US",28153258,"R1V2XEV53DGGSO","B00LCHS1FG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Nothing Short of Amazing.","The sound is amazing. The video is the best. I don't bother watching the news on the television anymore, I go straight to my Kindle Fire.",2015-08-30,1,"1"
"38","US",23890478,"RFG5NZAUSNTA9","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Great for ebooks","This is the first real tablet I've used with any success. I was once given a ProntoTec 7&#34; tablet and it was so useless, I was put off on tablets altogether. But the Kindle Fire actually works, and works well. It's quick, responds accurately to my touch, and makes an excellent Kindle ebook reader. I've been reading like crazy since I got it. It also performs fine for simple things like checking email and getting notices from my gmail calendar. For other uses, like games, or anything that involves text input, I'd rather be at my desktop with a big screen and good keyboard. That's not a knock on the Fire, it's just my preference. The point is that I haven't been downloading apps and using them. Other than sitting in my easy chair and reading, I can't think of anything I'd rather do on a tablet than on a desktop PC.<br /><br />I once read that Amazon sells the Kindles at below cost in the hope the buyers will spend money on the books, movies, videos, subscription services, etc. I don't know if that is true, but really, a tablet isn't of any value without the content, so any review of the Kindle Fire must address that. I have enjoyed my free trials of both Amazon Prime and Kindle Unlimited (KU). Both are paid services that give you privileges and &#34;free&#34; stuff (that you are paying for with your subscription). I have decided to cancel both at the end of the free trial period next week. I'm not saying they aren't worth it. I've found a couple of good TV series on Amazon Prime (Bosch, Sneaky Pete) and read some good books from KU. But after checking my reading wish list against the KU offerings, I find that most of them are available on Kindle for money, but are not in the KU or Prime catalog. So I would still have to pay for them. Similarly, the best movies on Amazon video are not included in Prime. So despite paying for these free downloads and streams through the subscription, I'd still pay full retail on top of that. I don't see the point of the subscriptionif that holds true. I've downloaded the Overdrive app so I can get some of these ebooks from my local library. I'll try that for awhile. I'll also check out the free books that are always being offered on Amazon and see how good or bad they are. I may go back to KU after I've compared that experience. And I may just start buying Kindle books without the subscriptions services. I really like the Kindle for book reading.<br /><br />Your needs and tastes may vary. I just urge you to consider how you're going to use the Kindle. The Fire does not allow access to the Google app store downloads. You have to get your apps from Amazon's store. Many are free, but you can't necessarily get the ones you would like that are available for Android phones and tablets. Also, this model is wi-fi only, so it's not connected using the cell service data plans. That works for me because I don't take it out of the house, but you may want to spring for something more expensive if you need to be always connected.",2015-08-30,1,"1"
"39","US",9852950,"R2WAIRGEM0LS38","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Kindle is the way to go.","Kindle is like a little computer that is lite to carry n your pocketbook n take with u everywhere.  The site comes n clear n safe. I use this device, more than my laptop. I can't wait to explore what else it has to offer.",2015-08-30,1,"1"
"40","US",15483840,"R3K8565SSEPAA7","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","I like everything about it except that I don't think the ...","I like everything about it except that I don't think the battery lasts as long as my other one did.",2015-08-30,1,"1"
"41","US",29719540,"R28A6S3NNTWKSS","B00KC6XV58",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Five Stars, only one request to make it easier to exit full screen. ðŸ˜‰",2015-08-30,1,"1"
"42","US",25308587,"R1C20D21ID5X0H","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","It is so easy to use. Books are easy to read and I carry it everywhere with me.",2015-08-30,1,"1"
"43","US",35030828,"R307TUR35MOOET","B00LCI2I7C",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Love it, everything I wanted in a kindle","Love it , everything I wanted in a kindle",2015-08-30,1,"1"
"44","US",16026873,"R1RAJV1XG13NCD","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Kind kindle","Great tablet from amazon love the new changes with HD and speed",2015-08-30,1,"1"
"45","US",26448630,"REWYNRABSBG08","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","in love","I have two. One for each of us. We both love them!!",2015-08-30,1,"1"
"46","US",15957128,"RW58GPVWA6STI","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Another great Kindle","My third kindle and I have loved them all. Kindle support sucks but the device rocks.",2015-08-30,1,"1"
"47","US",716040,"R16IDB66K83LSK","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Fantastic!","Fantastic!ðŸ˜¯",2015-08-30,1,"1"
"48","US",32097408,"R1M3RSOHPPPKOP","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","We have two kindle fires. The 7 and the ...","We have two kindle fires. The 7 and the 6. They will not connect to my WiFi and if I finally get them to connect it only lasts for a few minutes. I have tried everything to fix but nothing works. I will never buy another kindle fire... Amazon doesn't offer any help to fix the problem.",2015-08-30,0,"-1"
"49","US",40584038,"R2L1BIB8WU0GHY","B00LCI2I7C",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","Bad sounding speakers!","My old kindle was actually a better one.The speakers on this one stink.sound is distorted and fuzzy at best.It sounds as if the speakers were blown from the day I got it.it's a fourth generation and if I had to buy again I wouldn't.",2015-08-30,0,"-1"
"50","US",11213838,"R3TSMPQU9QXXYA","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","fire","I love my fire",2015-08-30,1,"1"
"51","US",35318032,"R1ZHNJ3F5OOQQH","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,1,1,"N","Y","So far so good. Wanted a small reader that could also be ...","So far so good.  Wanted a small reader that could also be used to access my e-mail and this looks like it will fill the bill.  Will be able to travel and leave my laptop at home.  Love that it has a USB port.",2015-08-30,1,"1"
"52","US",1187831,"R3LX41UFKG4OG","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","love it",2015-08-30,1,"1"
"53","US",7096326,"RK8SS6CAJMT6R","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","One Star","Bad assemble, barely works.",2015-08-30,0,"-1"
"54","US",46671395,"R73EUCWR96U8R","B00LCI2I7C",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Love it","i lve this tablet. it was a little different to get used to but now I love it. Very clear screen. Nice to hold. Very Durable!",2015-08-30,1,"1"
"55","US",109329,"R3BW7RP9PISH4H","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","I like to use hard copy of instruction manuals but I ...","Cumbersome to use.  Ads pop up all the time.  Carousel hinders more than helps.  I like to use hard copy of instruction manuals but I cannot find a way to print one so ordered one.<br /><br />I think Amazon Prime is great.  The fire is an ok buy for the money.",2015-08-30,0,"-1"
"56","US",27773013,"R2LM29OWBLG52X","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","it's great. This is my second Fire and my third ...","Just received Kindle Fire last week and still getting used to it and learning new things. But so far, it's great. This is my second Fire and my third Kindle and thoroughly love it. I am an avid reader and would rather read from my kindle than a book.",2015-08-30,1,"1"
"57","US",6842005,"R6SLIT11M70C8","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Amazing","It's so much faster. It's screen is a bigger.",2015-08-30,1,"1"
"58","US",11208721,"R1SJYAKBAYFSFK","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Where can I find the link to install wechat on my kindle fire?","I love this device but tried so many times still can't get wechat installed on my kindle fire. Help!",2015-08-30,1,"1"
"59","US",13131421,"RGLR9RVUKQ9OO","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love it!",2015-08-29,1,"1"
"60","US",51125642,"R1CRTW6QA5N193","B00LCHS1FG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Very happy!","Works great. Couldn't be happier with this!",2015-08-29,1,"1"
"61","US",22560229,"R3G2VF9JY5SPE9","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Three Stars","i returned item",2015-08-29,0,"-1"
"62","US",117788,"R3H0Z7KAN73F81","B00KC6XV58",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","love it",2015-08-29,1,"1"
"63","US",17391623,"R5QDPI4AM4FLS","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Not that great","Not that great. I bought for my granddaughters as a replacement and not big enough always saying delete out of room.Plus I thought it was all black like there old ones don't care for the white.",2015-08-29,0,"-1"
"64","US",1798122,"R21LCDWVU5PXLL","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Gift for grandson and he loves it!",2015-08-29,1,"1"
"65","US",3646415,"R1EEBTSX6EWZTB","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","I paid 157. 00 after the price with shipping ...","I paid 157.00 after the price with shipping and it is already giving me problems and I have not even had the item for a week...the Kindle will not stop freezing and the screen keeps going black... I am started to think I received a refurbished item because I should not be having these problems with the device this soon",2015-08-29,0,"-1"
"66","US",45939382,"R3MAP2MNK0OW9C","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","I love this little unite so far, and has more than I thought it would",2015-08-29,1,"1"
"67","US",2977087,"R2U7JV60EY1BV6","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Reading books it's ok but not a great tablet for all of the choices available on other ...","Very limited number of apps. Reading books it's ok but not a great tablet for all of the choices available on other devices.",2015-08-29,0,"-1"
"68","US",10333619,"R3M3FNW2EZ7YJF","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Exceeds!","Exceeds all expectations!",2015-08-29,1,"1"
"69","US",29512655,"R195SL3BWA6TAH","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","just wish when you buy the kindle from a retailer ...","just wish when you buy the kindle from a retailer you could see the settings to show your memory and version instead of having to go to amazon website",2015-08-29,1,"-1"
"70","US",29811747,"R3QCGLDY3OG19E","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Great item","This was a gift for my birthday and it was a wonderful surprise. The tablet exceeded my expectations performance wise and I just can't get enough of it. I would recommend this to everyone, it's a must have.",2015-08-29,1,"1"
"71","US",30718366,"R2P2XC0M072KKK","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Excellent",2015-08-29,1,"1"
"72","US",46021373,"R3T51J4DCAFVBX","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love the upgrade.",2015-08-29,1,"1"
"73","US",7602347,"R1L7MG2XULPX5A","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,1,1,"N","Y","thank you Jim and Andrea.I love it","It was a birthday gift and I love it",2015-08-29,1,"1"
"74","US",22352445,"R2NXTHRMQ6H7VX","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","My 8 and 7 year old love their tablets!",2015-08-29,1,"1"
"75","US",47896032,"R34RLDIZV1E2ZV","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Great little tablet for the money well worth it!","A very crisp clear picture, & sleek design.. Not as fast as an apple I pad  mini but great for all the things other than fast gaming..Fantastic price as well! I give it a 5 star plus.",2015-08-29,1,"1"
"76","US",24441593,"R16WM6BKLYPN6C","B00KC6XV58",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","I love it but not user friendly","I love it but not user friendly.  I know the world likes going online for everything, I would prefer an owners manual and I would not mind paying extra for it.",2015-08-29,1,"1"
"77","US",43234894,"RPHUKQ3EEC9LJ","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","I love it!!",2015-08-29,1,"1"
"78","US",37027270,"R18NKI91ZE9C4C","B00KC72CRU",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","great product although the battery doesn't last as long as I'd like.",2015-08-29,1,"1"
"79","US",3082853,"R2OMD7T9T29887","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Love it","Amazing!",2015-08-29,1,"1"
"80","US",25590101,"RDSO4JEFMKNYX","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Excellent",2015-08-29,1,"1"
"81","US",46771026,"R2ZAL750H9KDT2","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","good","Like , this is my third one",2015-08-29,0,"1"
"82","US",33675477,"R2V281EFO9F3EX","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","It is a good product for the price","It is a good product for the price. Good quality and a variety of features. Good for the entire family.",2015-08-29,1,"1"
"83","US",44617013,"R3B5NGIJMM6ZY2","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Convenient","I loved the tablet better than the computer because of convenience",2015-08-29,1,"1"
"84","US",44787781,"R1JTEI82CUNE5M","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Love it for the price","Love it for the price. Works great, much cheaper than an iPad. Battery life could be a bit better but that is my only issue.",2015-08-29,1,"1"
"85","US",12105035,"R2CVB07RLHMK3","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","I love it! It does everything I need it to!",2015-08-29,1,"1"
"86","US",41873889,"R2J7RCGZ6EL4IQ","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","I love Kindle! Works great!",2015-08-29,1,"1"
"87","US",5086684,"R1G07BTSJVSY25","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","The camera is poor. The downloads are easy","The camera is poor.  The downloads are easy.",2015-08-28,0,"-1"
"88","US",31800968,"R2N4XQ3MW4RMLF","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Great product for a very reasonable price","Great product for a very reasonable price.  I am amazed at all it can do.  I like the 7 inch screen for is more book-size for reading.  I can now look at magazines in color!  Thank you for developing such a wonderful gadget.",2015-08-28,1,"1"
"89","US",29892002,"R1BZGZJ1H85VA3","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","Love it, I'm not a techie gal, but having pretty loaded with all my info was great.",2015-08-28,1,"1"
